"api_family","section","endpoint_name","method","documented_url","endpoint_key","parigo_relevance","audit_execution","evidence_source","rationale"
"Public API","Public API > Member Activity > Tagging","Get Member Tags By Track","GET","{HM_ServiceAPI_URL}/getmembertagsbytrack/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_TrackID}","getmembertagsbytrack","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Tagging","Remove Track Tag","GET","{HM_ServiceAPI_URL}/removetrackmembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}/{HM_ServiceAPI_TrackID}","removetrackmembertag","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Tagging","Remove Tag","GET","{HM_ServiceAPI_URL}/removemembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}","removemembertag","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Tagging","Remove All Tags","GET","{HM_ServiceAPI_URL}/removemembertags/{HM_ServiceAPI_MemberToken}","removemembertags","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Member Activity > Comments","Create & Assign Member Comment to Track","POST","{HM_ServiceAPI_URL}/addtrackmembercomment/{HM_ServiceAPI_MemberToken}","addtrackmembercomment","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Comments","Update Member Comment","POST","{HM_ServiceAPI_URL}/updatetrackmembercomment/{HM_ServiceAPI_MemberToken}","updatetrackmembercomment","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Comments","Get Member Comments By Track","GET","{HM_ServiceAPI_URL}/gettrackmembercomments/{HM_ServiceAPI_MemberToken}/{TrackID}?includeadmin={IncludeAdmin}","gettrackmembercomments","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Comments","Remove Comment","GET","{HM_ServiceAPI_URL}/removetrackmembercomment/{HM_ServiceAPI_MemberToken}/{TagID}","removetrackmembercomment","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Searches","Create Member Saved Search","POST","{HM_ServiceAPI_URL}/addmembersavesearch/{HM_ServiceAPI_MemberToken}","addmembersavesearch","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Searches","Update Member Saved Search","POST","{HM_ServiceAPI_URL}/updatemembersavesearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}","updatemembersavesearch","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Searches","Search Member Saved Searches","POST","{HM_ServiceAPI_URL}/searchmembersavesearches/{HM_ServiceAPI_MemberToken}","searchmembersavesearches","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Searches","Remove Member Saved Search Term","GET","{HM_ServiceAPI_URL}/removemembersavedsearchterm/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}/{SearchTermID}","removemembersavedsearchterm","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Member Activity > Searches","Remove Member Saved Search","GET","{HM_ServiceAPI_URL}/removemembersavedsearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}","removemembersavedsearch","Implemented","Live through BFF/direct harness","Code + runtime route matrix","Endpoint name is referenced by the Parigo implementation or its audit harnesses."
"Public API","Public API > Member Activity > Searches","Remove All Member Saved Searches","GET","{HM_ServiceAPI_URL}/removeallmembersavedsearch/{HM_ServiceAPI_MemberToken}","removeallmembersavedsearch","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Content Management","Get Web Content","GET","{HM_ServiceAPI_URL}/getwebcontent/{HM_ServiceAPI_Token}/{Code}/{RegionID}","getwebcontent","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Content Management","Get Web Content Children","GET","{HM_ServiceAPI_URL}/getchildwebcontent/{HM_ServiceAPI_Token}/{ParentCode}/{RegionID}","getchildwebcontent","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Rates","Get Rates","GET","{HM_ServiceAPI_URL}/getrates/{HM_ServiceAPI_Token}/{Style}/{CurrencyCode}","getrates","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Rates","Get Special Rate","GET","{HM_ServiceAPI_URL}/getspecialratebycode/{HM_ServiceAPI_Token}/{SpecialRateCode}/{CurrencyCode}","getspecialratebycode","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Create Invoice","POST","{HM_ServiceAPI_URL}/addinvoice/{HM_ServiceAPI_MemberToken}","addinvoice","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Get Invoice","POST","{HM_ServiceAPI_URL}/getinvoice/{HM_ServiceAPI_MemberToken}","getinvoice","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Void Invoice","POST","{HM_ServiceAPI_URL}/voidinvoice/{HM_ServiceAPI_MemberToken}","voidinvoice","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Search Invoice","POST","{HM_ServiceAPI_URL}/searchinvoices/{HM_ServiceAPI_MemberToken}","searchinvoices","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Pay Invoice","POST","{HM_ServiceAPI_URL}/payinvoice/{HM_ServiceAPI_MemberToken}","payinvoice","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Ecommerce > Invoices","Get Invoice Document","GET","{HM_ServiceAPI_URL}/getinvoicedownloadurl/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_InvoiceID}","getinvoicedownloadurl","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Admin Management > Authentication","Authenticate Management Token","POST","{HM_ServiceAPI_URL}/getmanagementtoken/{HM_ServiceAPI_Token}","getmanagementtoken","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Public API","Public API > Admin Management > Member Groups","Update Member Group Details","POST","{HM_ServiceAPI_URL}/updatemembergroup/{HM_ServiceAPI_ManagementToken}/{MemberGroupID}","updatemembergroup","Not required by current UI","Static only — outside current Parigo product","Harvest documentation snapshot","No current Parigo route or UI dependency found."
"Export API","Export API > Getting Started","Get Access Token","GET","{HM_ExportAPI_URL}/getaccesstoken/{HM_ExportAPI_Key}","getaccesstoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Get Access Info (Download formats & URL)","GET","{HM_ExportAPI_URL}/getaccessinfo/{HM_ExportAPI_AccessToken}","getaccessinfo","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Get Access Accounts","GET","{HM_ExportAPI_URL}/getaccessaccounts/{HM_ExportAPI_AccessToken}","getaccessaccounts","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Get Session Token","GET","{HM_ExportAPI_URL}/getsessiontoken/{HM_ExportAPI_AccessToken}/{Username}/{Password}?accessaccountid=430f25d8e56cfadf","getsessiontoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Expire Session Token","GET","{HM_ExportAPI_URL}/expiretoken/{HM_ExportAPI_SessionToken}","expiretoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Validate Access Token","GET","{HM_ExportAPI_URL}/validateaccesstoken/{HM_ExportAPI_AccessToken}","validateaccesstoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Validate Session Token","GET","{HM_ExportAPI_URL}/validatesessiontoken/{HM_ExportAPI_AccessToken}","validatesessiontoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Getting Started","Expire Access Token","GET","{HM_ExportAPI_URL}/expireaccesstoken/{HM_ExportAPI_AccessToken}","expireaccesstoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Labels/Libraries","GET","{HM_ExportAPI_URL}/getlibraries/{HM_ExportAPI_SessionToken}","getlibraries","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Labels/Libraries All States","GET","{HM_ExportAPI_URL}/getlibrariesallstates/{HM_ExportAPI_SessionToken}","getlibrariesallstates","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Albums By Workspace Status","POST","{HM_ExportAPI_URL}/getalbumsbyworkspacestatus/{HM_ExportAPI_SessionToken}","getalbumsbyworkspacestatus","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Workspace Items By Album","GET","{HM_ExportAPI_URL}/getworkspacealbumitems/{HM_ExportAPI_SessionToken}/{AlbumID}/{Format}","getworkspacealbumitems","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Workspace Items By Track","GET","{HM_ExportAPI_URL}/getworkspacetrackitems/{HM_ExportAPI_SessionToken}/{TrackID}/{Format}","getworkspacetrackitems","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Get Workspace Download","POST","{HM_ExportAPI_URL}/getmusicdownload/{HM_ExportAPI_SessionToken}","getmusicdownload","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Set Album Tag","POST","{HM_ExportAPI_URL}/setalbumtag/{HM_ExportAPI_SessionToken}","setalbumtag","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Remove Album Tag","POST","{HM_ExportAPI_URL}/removealbumtag/{HM_ExportAPI_SessionToken}","removealbumtag","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Export API","Export API > Working within the Workspace","Upsert Track Categories","POST","{HM_ExportAPI_URL}/bulkupserttrackcategories/{HM_ExportAPI_SessionToken}","bulkupserttrackcategories","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Getting Started","Get Access Token","GET","{HM_ImportAPI_URL}/getaccesstoken","getaccesstoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Getting Started","Get Session Token","GET","{HM_ImportAPI_URL}/getsessiontoken/{HM_ImportAPI_AccessToken}/{Username}/{Password}","getsessiontoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Getting Started","Expire Session Token","GET","{HM_ImportAPI_URL}/expiretoken/{HM_ImportAPI_SessionToken}","expiretoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Get Labels/Libraries","GET","{HM_ImportAPI_URL}/getlibraries/{HM_ImportAPI_SessionToken}","getlibraries","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Create Label/Library","POST","{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/insert","library","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Update Label/Library","POST","{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/update","library","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Get Albums By Workspace State","POST","{HM_ImportAPI_URL}/getalbumsbyworkspacestate/{HM_ImportAPI_SessionToken}","getalbumsbyworkspacestate","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Create Album","POST","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/insert","album","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Update Album","POST","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/update","album","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Remove Album","DELETE","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity}","album","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Get Album Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Confirm Album Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Set External Album Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Albums","Set External Album Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Get Attribute Types","GET","{HM_ImportAPI_URL}/getattributetypes/{HM_ImportAPI_SessionToken}","getattributetypes","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Get Tracks By Workspace Album & State","POST","{HM_ImportAPI_URL}/getalbumtracksbyworkspacestate/{HM_ImportAPI_SessionToken}","getalbumtracksbyworkspacestate","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Create Track","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/insert","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Update Track","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/update","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Remove Track","DELETE","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity}","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Move Tracks On Import Album","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/move","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Get Track Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Confirm Track Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Set External Track Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Tracks","Set External Track Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Get Stems By Workspace Track & State","POST","{HM_ImportAPI_URL}/gettrackstemsbyworkspacestate/{HM_ImportAPI_SessionToken}","gettrackstemsbyworkspacestate","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Create Stem","POST","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/insert","stem","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Update Stem","POST","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/update","stem","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Remove Stem","DELETE","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TempID}","stem","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Get Stem Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Confirm Stem Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Set External Stem Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Stems","Set External Stem Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Publishing","Publish Album & Tracks","GET","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity}/publish","album","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Publishing","Publish Track On Imported Album","GET","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{TrackIdentity}/publish","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Publishing","Unpublish Track On Imported Album","GET","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_TrackID}/unpublish","track","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Import API","Import API > Working within the Workspace > Publishing","Publish Stem On Imported Track","GET","{HM_ImportAPI_URL}/stem/{HM_ImportAPI_SessionToken}/{HM_ImportAPI_StemID}/publish","stem","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Getting Started","Get Authorised","POST","{HM_IntegrationAPI_AuthUrl}","oauth2/token","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Getting Started","Get Service Token","GET","{HM_IntegrationAPI_URL}/getservicetoken","getservicetoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Getting Started","Get Service Token Info","GET","{HM_IntegrationAPI_URL}/getservicetokeninfo/{HM_IntegrationAPI_Token}","getservicetokeninfo","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Getting Started","Get Service Info (Download formats & URL)","GET","{HM_IntegrationAPI_URL}/getserviceinfo/{HM_IntegrationAPI_Token}","getserviceinfo","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Getting Started","Expire Service Token","GET","{HM_IntegrationAPI_URL}/expiretoken/{HM_IntegrationAPI_Token}","expiretoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Labels/Libraries","GET","{HM_IntegrationAPI_URL}/getlibraries/{HM_IntegrationAPI_Token}","getlibraries","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Labels/Libraries By Tag","POST","{HM_IntegrationAPI_URL}/getlibrariesbytag/{HM_IntegrationAPI_Token}","getlibrariesbytag","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Albums by Workspace Status","POST","{HM_IntegrationAPI_URL}/getalbumsbyworkspacestatus/{HM_IntegrationAPI_Token}","getalbumsbyworkspacestatus","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Tracks By Workspace Album","GET","{HM_IntegrationAPI_URL}/getworkspacealbumtracks/{HM_IntegrationAPI_Token}/{AlbumID}/{Format}","getworkspacealbumtracks","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Management User Token","GET","{HM_IntegrationAPI_URL}/getmanagementusertoken/{HM_IntegrationAPI_Token}/{username}/{password}","getmanagementusertoken","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Get Management User Download","POST","{HM_IntegrationAPI_URL}/getmanagementuserdownload/{HM_IntegrationAPI_Token}","getmanagementuserdownload","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
"Agent API","Agent API > Working within the Workspace","Set Album Tag","POST","{HM_IntegrationAPI_URL}/setalbumtag/{HM_IntegrationAPI_Token}","setalbumtag","Separate API family","Static only — dedicated credentials unavailable","Harvest documentation snapshot","Management/CMS, Import, Export and Agent flows require credentials and product scope distinct from the Public API."
